player_id,player,team,primary_position,matches,total_minutes,shots_p90,npxg_p90,touches_in_box_p90,key_passes_p90,pressures_p90,npga_p90,total_np_goals,total_assists,total_npga
42702,Modibo Maïga,West Ham United,Center Forward,3,42,4.285714285714286,0.9610292807142857,19.285714285714285,0.0,8.571428571428571,2.142857142857143,1,0,1
3708,Kelechi Promise Iheanacho,Manchester City,Right Center Forward,26,842,3.0997624703087885,0.5399727154631829,18.06413301662708,1.2826603325415675,17.31591448931116,0.9619952494061758,8,1,9
3569,Daniel Nii Tackie Mensah Welbeck,Arsenal,Center Forward,11,594,3.0303030303030303,0.45814118075757576,25.303030303030305,0.7575757575757576,16.81818181818182,0.9090909090909092,4,2,6
3318,Marcus Rashford,Manchester United,Center Forward,11,872,1.651376146788991,0.1861940384174312,19.71330275229358,0.5160550458715597,13.211009174311927,0.8256880733944955,5,3,8
3237,Sergio Leonel Agüero del Castillo,Manchester City,Center Forward,30,2412,4.402985074626866,0.5132676837873134,26.902985074626862,0.8955223880597014,10.373134328358208,0.8208955223880596,20,2,22
3529,Daniel Andre Sturridge,Liverpool,Center Forward,14,1020,4.235294117647059,0.4522000937117648,19.85294117647059,0.44117647058823534,8.73529411764706,0.7941176470588236,8,1,9
4747,Divock Okoth Origi,Liverpool,Center Forward,16,715,3.0209790209790213,0.2904418111342657,20.895104895104897,1.132867132867133,18.0,0.7552447552447553,5,1,6
3604,Olivier Giroud,Arsenal,Center Forward,38,2541,3.648170011806376,0.4333247777922078,26.033057851239672,0.9208972845336483,15.088547815820544,0.7438016528925621,15,6,21
3491,Dimitri Payet,West Ham United,Left Wing,30,2677,2.3197609264101606,0.17036560816473664,6.051550242809115,3.3619723571161746,10.18677624206201,0.7060141949943967,9,12,21
3726,Gerard Deulofeu Lázaro,Everton,Right Wing,26,1445,0.7474048442906573,0.09665555658477508,8.782006920415224,1.7439446366782005,12.705882352941176,0.6851211072664359,2,9,11
